district,address,Latitude,Longitude,rent,bedrooms,living-dining,bathrooms,loft,sqmeters,entire_building,building_type,use_type_en,heat,ac,balcony,WIFI,outdoor_space,bathtub,floor_heat,oven,total_amens
Jing'an,康定东路63弄8号,31.21278,121.56217,9300,1,1,1,0,70,0,detached lane house,residential,1,1,1,1,1,1,0,0,6
Jing'an,余姚路180弄9号,31.21278,121.56217,9300,1,2,1,0,50,0,public housing,residential,1,1,1,0,0,0,0,0,3
Xuhui,乌鲁木齐中路261弄5号,31.21607,121.44443,9300,1,1,1,0,60,0,detached lane house,residential,0,1,0,0,0,0,0,1,2
Jing'an,陕西北路470弄21号,31.24863,121.47429,9300,1,1,1,0,60,0,detached lane house,multi-use,1,1,1,1,1,0,0,0,5
Xuhui,岳阳路200弄18号,31.21278,121.56217,9400,1,1,1,0,55,0,detached lane house,residential,0,0,0,0,0,1,0,0,1
Changning,昭化路55弄3号,31.21278,121.56217,9500,3,1,1,0,95,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,安福路211弄1号,31.21278,121.56217,9500,1,0,1,0,20,0,detached lane house,multi-use,0,1,0,1,1,0,0,0,3
Xuhui,襄阳南路499弄,31.21278,121.56217,9500,1,2,1,0,65,0,attached lane house,multi-use,1,1,0,0,1,1,0,0,4
Xuhui,新乐路58弄二号,31.21278,121.56217,9500,1,1,1,0,50,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,零陵路411弄,31.21278,121.56217,9500,2,2,1,0,86,0,public housing,residential,0,0,0,0,1,0,0,0,1
Huangpu,长乐路169弄26号,31.21278,121.56217,9500,1,0,1,0,55,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Huangpu,福建中路112弄4号,31.21278,121.56217,9500,1,1,2,0,55,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Jing'an,胶州路293弄4号,31.21278,121.56217,9500,2,0,2,0,65,0,attached lane house,residential,1,1,1,0,1,0,0,0,4
Xuhui,武康路216弄216号,31.21278,121.56217,9500,1,2,1,0,68,0,detached lane house,residential,1,1,0,0,0,1,0,0,3
Jing'an,延安中路913弄103号,31.21278,121.56217,9500,1,1,1,0,40,0,attached lane house,residential,1,1,0,0,1,0,0,0,3
Xuhui,肇嘉浜路193弄18号,31.21278,121.56217,9500,1,1,1,0,60,0,public housing,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,巨鹿路588弄9号,31.21278,121.56217,9500,1,2,1,0,60,0,detached lane house,multi-use,1,0,0,0,1,0,0,0,2
Xuhui,巨鹿路393弄,31.21278,121.56217,9500,1,1,1,0,40,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,永嘉路291弄85号,31.21278,121.56217,9500,1,1,1,0,60,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Xuhui,长乐路613弄1号,31.221886,121.465574,9500,1,1,1,0,48,0,detached lane house,residential,0,1,1,0,0,0,0,0,2
Changning,愚园路1362号,31.21278,121.56217,9500,1,1,1,0,70,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,肇嘉浜路193弄15号,31.21278,121.56217,9500,1,1,1,0,70,0,public housing,residential,0,1,0,0,1,0,0,0,2
Xuhui,番禺路1170弄2号,31.21278,121.56217,9500,1,2,1,0,60,0,public housing,multi-use,1,1,0,0,0,0,1,0,3
Xuhui,肇家浜路45号,31.21278,121.56217,9500,1,1,1,0,70,0,public housing,residential,0,0,0,0,1,0,0,0,1
Huangpu,进贤路202弄4号,31.21278,121.56217,9500,1,2,1,0,55,0,attached lane house,residential,1,1,0,0,0,0,0,0,2
Jing'an,富民路197弄22号,31.21278,121.56217,9500,1,1,1,0,65,0,attached lane house,residential,1,1,0,0,0,0,0,0,2
Xuhui,建国西路355弄4号,31.21278,121.56217,9500,2,2,1,0,75,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,衡山路696弄4号,31.21278,121.56217,9500,1,1,1,0,60,0,public housing,multi-use,0,0,0,0,1,0,0,0,1
Huangpu,淮海中路613弄59号,31.21278,121.56217,9500,1,1,1,0,50,0,attached lane house,multi-use,1,0,0,0,0,0,0,0,1
Jing'an,新闸路1990弄,31.21278,121.56217,9500,1,1,1,0,52,0,public housing,residential,1,1,0,1,0,0,0,0,3
Jing'an,茂名北路69号,31.21278,121.56217,9500,1,1,1,0,80,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,永嘉路580弄3号,31.21278,121.56217,9500,2,1,1,1,50,0,attached lane house,residential,1,1,0,0,0,0,1,0,3
Huangpu,重庆南路205弄44号,31.21278,121.56217,9500,1,2,1,0,60,0,detached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,淮海中路1412弄25号,31.21278,121.56217,9500,1,1,1,0,45,0,public housing,residential,1,1,1,0,1,0,0,0,4
Huangpu,南昌路136弄,31.21278,121.56217,9500,1,1,1,0,40,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,复兴中路1218弄甲支弄1号,31.215738,121.471985,9500,2,2,1,0,78,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,复兴中路1218弄甲支弄1号,31.215738,121.471985,9500,2,2,1,0,78,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Changning,中山西路1030弄46号,31.21278,121.56217,9500,1,2,1,0,65,0,public housing,residential,1,1,1,0,1,0,0,0,4
Xuhui,嘉善路169弄12号,31.21278,121.56217,9500,1,1,1,0,40,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,华山路736号,31.21278,121.56217,9500,1,2,1,0,60,0,public housing,residential,1,0,0,0,0,1,0,0,2
Xuhui,淮海中路1270弄,31.21278,121.56217,9500,1,1,1,0,60,0,attached lane house,residential,1,0,0,0,0,0,1,1,3
Xuhui,乌鲁木齐中路261弄,31.21278,121.56217,9500,1,1,1,0,45,0,detached lane house,residential,1,0,0,0,1,0,1,0,3
Xuhui,五原路77弄9号,31.21278,121.56217,9500,1,1,1,0,65,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Hongkou,四平路421弄108号,31.21278,121.56217,9500,4,1,2,0,133,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,淮海中路1200弄5号,31.21278,121.56217,9500,1,1,1,0,58,0,public housing,residential,0,1,1,0,1,0,0,0,3
Jing'an,南京西路1213弄92号,31.21278,121.56217,9500,1,1,1,1,35,0,attached lane house,residential,1,1,1,1,1,0,0,0,5
Xuhui,五原路252弄1401号,31.21278,121.56217,9500,1,1,1,0,40,0,detached lane house,multi-use,1,1,0,0,0,0,1,0,3
Jing'an,富民路225弄,31.21278,121.56217,9500,1,2,1,0,50,0,public housing,residential,1,0,0,0,0,0,0,0,1
Xuhui,岳阳路77弄1号,31.21278,121.56217,9500,1,1,1,0,75,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,太原路64弄1号,31.20695,121.455515,9500,2,1,1,0,70,0,detached lane house,multi-use,1,0,0,0,0,0,0,0,1
Xuhui,汾阳路9弄14号,31.21278,121.56217,9500,1,1,1,0,50,0,public housing,residential,0,1,0,0,1,0,0,0,2
Jing'an,威海路910弄38号,31.21278,121.56217,9500,1,1,1,0,40,0,attached lane house,residential,0,1,0,1,1,0,0,0,3
Huangpu,炎虹路76弄13号,31.21278,121.56217,9500,2,2,1,0,60,0,public housing,residential,0,1,0,0,0,0,0,0,1
Huangpu,黄陂南路596弄42号,31.21278,121.56217,9500,1,2,1,0,80,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,陕西南路582弄30号,31.223199,121.456286,9500,1,1,1,1,50,0,attached lane house,multi-use,1,1,1,0,1,0,1,0,5
Jing'an,长乐路764弄,31.21278,121.56217,9500,1,1,1,0,60,0,attached lane house,residential,1,0,0,0,0,0,0,0,1
Xuhui,陕西南路181号,31.21278,121.56217,9500,1,1,1,0,40,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,余姚路180弄9号,31.21278,121.56217,9500,1,2,1,0,50,0,public housing,residential,1,1,1,0,0,0,0,0,3
Huangpu,南昌路100弄7号,31.21278,121.56217,9500,1,1,1,1,25,0,detached lane house,residential,0,1,0,1,0,0,0,0,2
Xuhui,复兴中路1350弄2号,31.21278,121.56217,9500,1,1,1,0,80,0,detached lane house,residential,1,1,0,0,0,0,0,0,2
Jing'an,富民路22弄7号,31.21278,121.56217,9500,1,1,1,0,50,0,public housing,residential,0,1,0,0,0,0,0,0,1
Jing'an,北京西路1192弄9号,31.21278,121.56217,9500,2,1,1,0,55,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Jing'an,北京西路1125号,31.21278,121.56217,9500,2,2,1,0,100,0,detached lane house,multi-use,1,1,0,0,1,0,1,0,4
Changning,华山路1220弄16号,31.21278,121.56217,9500,1,1,1,0,58,0,detached lane house,residential,1,0,0,0,1,0,0,0,2
Xuhui,武康路97号,31.21278,121.56217,9500,1,1,1,1,40,0,detached lane house,multi-use,1,1,0,0,0,0,0,1,3
Changning,镇宁路545弄48号,31.21278,121.56217,9500,2,2,1,0,120,0,public housing,residential,0,1,0,0,0,0,0,0,1
Jing'an,康定路716弄3号,31.21278,121.56217,9600,2,2,1,0,80,0,attached lane house,residential,1,1,1,0,0,1,1,0,5
Jing'an,延平路220弄9号,31.21278,121.56217,9600,1,1,1,0,55,0,detached lane house,multi-use,0,1,1,0,1,0,0,0,3
Xuhui,虹桥路693弄26号,31.21278,121.56217,9600,1,1,1,0,70,0,public housing,residential,0,0,0,0,1,0,0,0,1
Changning,延安西路1453弄2号,31.216306,121.434246,9800,1,1,1,0,60,0,detached lane house,residential,1,1,0,1,0,1,0,1,5
Xuhui,复兴中路553弄55号,31.21278,121.56217,9800,1,1,1,0,55,0,attached lane house,residential,1,1,1,0,1,0,0,0,4
Jing'an,长乐路764弄28号,31.21278,121.56217,9800,1,2,1,0,60,0,detached lane house,residential,1,0,0,0,0,0,0,0,1
Jing'an,大沽路541号,31.21278,121.56217,9800,2,1,1,0,70,0,public housing,residential,0,1,1,0,1,0,0,0,3
Huangpu,瑞金二路410弄9号,31.20663,121.465616,9800,2,1,1,0,78,0,public housing,multi-use,0,1,1,0,1,0,0,0,3
Huangpu,巨鹿路383弄24号,31.21278,121.56217,9800,1,1,1,0,55,0,attached lane house,multi-use,1,0,0,0,0,0,0,0,1
Changning,镇宁路465弄,31.21278,121.56217,9800,2,1,1,0,52,0,public housing,residential,0,1,0,0,0,0,0,1,2
Huangpu,瑞金二路225弄,31.21278,121.56217,9800,1,2,1,0,55,0,detached lane house,multi-use,0,0,0,0,0,1,0,0,1
Xuhui,永嘉路300弄14号,31.21278,121.56217,9800,2,1,1,0,65,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,长乐路1222号,31.21278,121.56217,9800,1,2,1,0,70,0,public housing,residential,0,0,0,0,1,0,0,0,1
Jing'an,万航渡路393弄,31.21278,121.56217,9800,1,2,1,0,70,0,detached lane house,multi-use,1,1,0,0,0,1,1,0,4
Huangpu,延安中路527弄,31.21278,121.56217,9800,2,1,1,0,78,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,复兴西路201弄7号,31.21278,121.56217,9800,1,1,1,1,50,0,detached lane house,residential,1,1,0,0,1,0,1,0,4
Huangpu,瑞金二路52弄2号,31.21278,121.56217,9800,1,1,1,0,55,0,public housing,residential,1,1,0,0,0,0,1,1,4
Huangpu,合肥路269弄1号,31.21490573,121.4784258,9800,2,1,1,0,75,0,public housing,residential,1,1,0,1,1,0,0,0,4
Changning,天山路1890弄31号,31.21278,121.56217,9800,2,1,1,0,60,0,public housing,residential,0,1,1,0,0,0,0,0,2
Changning,长宁路712弄96号,31.228061,121.427375,9800,1,1,1,0,65,0,detached lane house,multi-use,0,1,0,1,1,0,0,0,3
Changning,安西路320弄,31.21278,121.56217,9800,1,1,1,0,70,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,淮海中路1412弄30号,31.21278,121.56217,9800,1,2,1,1,70,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,思南路82弄,31.21278,121.56217,9800,1,1,1,1,60,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,延庆路96弄5号,31.21278,121.56217,9800,1,1,1,1,40,0,detached lane house,residential,1,1,0,0,1,0,1,0,4
Xuhui,建国西路316弄6号,31.21278,121.56217,9800,1,1,1,0,50,0,public housing,residential,0,1,0,1,0,0,0,0,2
Xuhui,复兴中路1315弄4号,31.21278,121.56217,9800,1,1,1,0,70,0,public housing,residential,0,1,1,1,0,0,0,0,3
Xuhui,淮海中路1412弄25号,31.21278,121.56217,9800,1,1,1,0,40,0,public housing,residential,1,1,0,0,0,0,0,0,2
Changning,长宁路73弄10号,31.21278,121.56217,9800,2,1,1,0,90,0,public housing,residential,0,0,0,0,1,0,0,0,1
Jing'an,延平路220弄9号,31.21278,121.56217,9800,2,1,1,0,80,0,detached lane house,residential,1,1,1,0,0,0,0,0,3
Jing'an,南京西路1025弄45号,31.21278,121.56217,9800,1,1,1,0,40,0,detached lane house,multi-use,1,1,1,1,1,1,1,0,7
Jing'an,奉贤路68弄50号,31.21278,121.56217,9800,1,1,1,0,65,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,襄阳北44弄5号,31.21278,121.56217,9800,1,1,1,1,25,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,富民路255弄4号,31.21278,121.56217,9800,1,1,1,0,70,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,襄阳南路357弄40号,31.21278,121.56217,9800,1,2,1,0,65,0,attached lane house,residential,1,1,0,1,1,0,1,0,5
Xuhui,安福路,31.21278,121.56217,9800,1,1,1,0,60,0,detached lane house,residential,1,1,1,1,1,1,0,0,6
Changning,长宁路155弄46号,31.21278,121.56217,9800,1,1,1,0,55,0,public housing,residential,0,1,1,0,1,0,0,0,3
Changning,延安西路1782弄,31.21822,121.43709,9800,2,1,1,0,70,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,乌鲁木齐中路280弄26号,31.21607,121.44443,9900,1,1,1,0,50,0,attached lane house,multi-use,1,0,0,0,0,0,0,0,1
Xuhui,永嘉路295号,31.21278,121.56217,9900,1,1,1,0,80,0,detached lane house,multi-use,1,0,0,0,1,0,0,0,2
Xuhui,建国西路1号,31.20638035,121.4651336,9900,1,1,1,0,60,0,public housing,residential,1,1,0,0,1,0,0,0,3
Jing'an,延安中路504弄26号,31.21278,121.56217,9996,1,2,1,1,70,0,detached lane house,multi-use,1,0,0,0,1,0,0,0,2
Changning,愚园路1249弄19号,31.21278,121.56217,9999,1,2,1,0,65,0,detached lane house,residential,0,1,1,0,1,0,0,0,3
Xuhui,复兴中路1275弄1275号,31.21278,121.56217,10000,1,2,1,0,80,0,attached lane house,residential,1,1,0,0,1,0,0,0,3
Huangpu,延安中路545弄113号,31.21278,121.56217,10000,1,2,1,0,60,0,detached lane house,multi-use,1,1,1,1,1,0,0,0,5
Xuhui,复兴中路1315弄4号,31.21278,121.56217,10000,1,1,1,0,70,0,public housing,residential,0,1,1,0,0,0,0,1,3
Xuhui,襄阳北路44弄1号,31.21278,121.56217,10000,1,1,1,1,60,0,attached lane house,residential,1,1,0,0,1,0,0,0,3
Changning,番禺路305弄3号,31.21278,121.56217,10000,1,2,1,0,66,0,public housing,multi-use,0,0,0,0,1,1,0,0,2
Xuhui,襄阳北路44弄1号,31.21278,121.56217,10000,1,1,1,1,65,0,attached lane house,residential,1,1,0,0,1,0,0,0,3
Xuhui,高安路102号,31.21278,121.56217,10000,1,2,1,1,60,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,医学院路5弄7号,31.21278,121.56217,10000,2,2,1,0,105,0,public housing,residential,0,1,0,0,0,0,0,0,1
Jing'an,北京西路1400弄,31.21278,121.56217,10000,1,2,2,1,60,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,衡山路696弄1号,31.21278,121.56217,10000,1,1,1,0,50,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Jing'an,成都北路262弄130号,31.21278,121.56217,10000,2,2,1,0,90,0,attached lane house,residential,1,1,1,0,0,0,0,0,3
Pudong,商城路417号,31.21278,121.56217,10000,2,0,1,0,52,0,public housing,residential,1,0,0,0,0,0,0,0,1
Huangpu,绍兴路90号,31.21278,121.56217,10000,1,2,1,0,65,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,永康路165号,31.21278,121.56217,10000,1,1,1,0,58,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,襄阳南路352弄5号,31.21278,121.56217,10000,1,2,1,0,60,0,detached lane house,multi-use,0,1,1,0,1,0,0,0,3
Xuhui,南昌路615弄11号,31.21278,121.56217,10000,2,1,2,1,70,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,太原路311弄,31.21278,121.56217,10000,1,1,1,0,40,0,detached lane house,multi-use,0,1,0,0,1,1,0,0,3
Huangpu,合肥路117弄,31.21278,121.56217,10000,2,1,1,0,75,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,襄阳北路44弄,31.21278,121.56217,10000,1,2,1,1,65,0,detached lane house,residential,1,0,0,0,1,0,0,0,2
Xuhui,嘉善路101弄1号,31.2104,121.459269,10000,1,1,1,0,70,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Huangpu,陕西南路83弄12号,31.21909,121.45666,10000,1,2,1,0,55,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,嘉善路140弄19号,31.21278,121.56217,10000,1,1,1,0,60,0,attached lane house,residential,1,0,0,0,0,0,0,0,1
Jing'an,延安中路740弄20号,31.21278,121.56217,10000,1,1,1,0,65,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,嘉善路143弄,31.21278,121.56217,10000,1,1,1,0,60,0,detached lane house,multi-use,1,0,0,0,1,0,0,0,2
Xuhui,嘉善路143弄6号,31.21278,121.56217,10000,1,2,1,0,50,0,attached lane house,residential,1,1,0,0,1,0,1,0,4
Xuhui,吴兴路21弄1号,31.21278,121.56217,10000,1,1,1,0,70,0,public housing,residential,1,1,0,0,0,0,1,0,3
Xuhui,永福路147弄57,31.21278,121.56217,10000,1,1,1,0,60,0,detached lane house,multi-use,0,1,1,0,1,0,0,0,3
Huangpu,建国西路56弄35号,31.21278,121.56217,10000,2,1,1,0,80,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Xuhui,嘉善路169弄16号,31.21278,121.56217,10000,2,2,1,0,65,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,兴国路151弄1号,31.21278,121.56217,10000,1,1,1,1,60,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,嘉善路6号,31.21278,121.56217,10000,1,1,1,0,46,0,detached lane house,residential,1,0,0,0,1,0,1,0,3
Huangpu,老重庆中路64弄1楼,31.21278,121.56217,10000,2,1,1,1,80,0,detached lane house,multi-use,1,1,1,0,1,0,1,0,5
Huangpu,重庆南路205弄40号,31.21278,121.56217,10000,1,1,1,1,65,0,detached lane house,residential,1,1,1,1,1,0,0,0,5
Huangpu,马当路301弄27号,31.21278,121.56217,10000,2,1,1,0,70,0,attached lane house,residential,0,1,0,1,1,1,0,0,4
Xuhui,永福路147弄55号,31.21278,121.56217,10000,1,1,1,0,60,0,detached lane house,multi-use,0,1,1,0,0,1,0,0,3
Xuhui,襄阳北路1号,31.21278,121.56217,10000,2,1,1,0,70,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Huangpu,江西中路58号,31.21278,121.56217,10000,3,1,2,0,70,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,天平路222弄19号,31.21278,121.56217,10000,1,1,1,0,60,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Pudong,潍坊路739号,31.21278,121.56217,10000,1,2,1,0,60,0,detached lane house,multi-use,0,0,0,0,1,1,0,0,2
Jing'an,巨鹿路786弄1号,31.21854,121.449283,10000,1,2,1,1,60,0,detached lane house,multi-use,1,1,1,1,1,1,0,0,6
Xuhui,高邮路5弄10号,31.21278,121.56217,10000,1,2,1,0,70,0,detached lane house,residential,0,1,1,1,0,1,0,0,4
Huangpu,淡水路89弄,31.21278,121.56217,10000,1,1,1,0,50,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Jing'an,愚园路601号,31.21278,121.56217,10000,1,1,1,1,40,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Jing'an,愚园路608弄142号,31.21278,121.56217,10000,1,1,1,0,60,0,attached lane house,multi-use,1,1,0,0,1,0,0,0,3
Xuhui,常熟路228弄12号,31.21278,121.56217,10000,1,1,1,0,50,0,public housing,residential,1,1,1,0,0,0,0,1,4
Changning,武夷路355弄3号,31.21278,121.56217,10000,2,1,1,0,60,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Changning,江苏路82弄89号,31.21278,121.56217,10000,1,1,1,0,40,0,public housing,multi-use,0,1,0,0,1,0,1,0,3
Jing'an,常德路633弄116号,31.21278,121.56217,10000,1,1,1,0,50,0,attached lane house,multi-use,1,1,0,0,1,0,1,0,4
Changning,延安西路1453弄6号,31.21822,121.43709,10000,1,1,1,0,70,1,detached lane house,multi-use,0,0,1,1,1,0,0,0,3
Jing'an,威海路656号,31.226852,121.458991,10000,2,2,1,0,85,0,detached lane house,multi-use,0,1,0,0,0,0,0,0,1
Jing'an,南京西路1025弄4号,31.21278,121.56217,10000,1,1,1,0,41,0,detached lane house,residential,0,1,0,1,0,0,0,0,2
Huangpu,淮海中路613弄,31.21278,121.56217,10000,1,1,1,0,50,0,attached lane house,multi-use,1,0,0,0,1,0,0,0,2
Xuhui,延庆路11弄4号,31.21278,121.56217,10000,1,1,1,0,40,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,永嘉路291弄37号,31.21278,121.56217,10000,2,1,2,0,65,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,茂名南路167弄17号,31.21278,121.56217,10000,1,1,1,0,65,0,public housing,residential,0,1,0,0,0,0,0,0,1
Huangpu,淮海中路526弄68号,31.21278,121.56217,10000,1,1,1,1,50,0,detached lane house,residential,1,1,0,1,0,0,0,0,3
Xuhui,永福路147弄57号,31.21278,121.56217,10000,1,1,1,0,70,1,detached lane house,multi-use,1,1,1,1,1,0,0,0,5
Xuhui,太原路181弄2号,31.21278,121.56217,10000,1,1,1,0,70,0,attached lane house,multi-use,1,1,0,0,0,0,1,0,3
Xuhui,康平路207弄,31.21278,121.56217,10000,2,1,1,0,85,0,public housing,residential,0,0,0,0,1,0,0,1,2
Xuhui,宜山路52号,31.21278,121.56217,10000,3,2,1,0,100,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,太原路4弄1号,31.20695,121.455515,10000,1,2,1,0,50,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Pudong,巨峰路667弄91号,31.21278,121.56217,10230,3,2,1,0,120,0,detached lane house,residential,0,1,1,0,0,0,0,0,2
Xuhui,瑞金二路24号,31.21278,121.56217,10300,1,2,1,0,55,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,茂茗南路142弄,31.21278,121.56217,10300,1,2,1,0,54,0,public housing,multi-use,1,0,0,0,1,0,1,0,3
Changning,愚园路1407弄24号,31.21278,121.56217,10300,1,1,1,0,62,0,detached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,建国西路619弄19号,31.21278,121.56217,10450,1,1,1,0,46,0,villa,residential,0,1,1,0,1,0,0,0,3
Jing'an,奉贤路198号,31.21278,121.56217,10500,1,2,1,0,98,0,detached lane house,residential,1,0,1,0,1,0,1,0,4
Xuhui,汾阳路64弄3号,31.21278,121.56217,10500,1,1,1,0,50,0,attached lane house,multi-use,1,1,0,0,1,0,0,0,3
Jing'an,胶州路273弄52号,31.21278,121.56217,10500,1,1,1,0,70,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,乌鲁木齐南路396弄12号,31.20167,121.44938,10500,1,2,1,0,60,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,长乐路672弄,31.21278,121.56217,10500,1,1,1,0,60,0,public housing,residential,0,0,0,0,1,0,0,1,2
Jing'an,安远路899弄72号,31.21278,121.56217,10500,2,0,1,0,60,0,public housing,multi-use,0,1,0,1,1,0,0,1,4
Huangpu,瑞金二路198弄23号,31.21278,121.56217,10500,1,1,1,0,60,0,detached lane house,multi-use,1,1,1,0,1,0,0,0,4
Xuhui,襄阳南路439号,31.21278,121.56217,10500,1,2,1,0,65,0,detached lane house,multi-use,0,1,1,0,0,0,0,0,2
Xuhui,天平路91弄1号,31.21278,121.56217,10500,1,0,1,0,48,0,public housing,residential,1,1,1,1,0,0,0,0,4
Xuhui,医学院路110弄16号,31.21278,121.56217,10500,1,2,1,0,60,0,public housing,residential,0,1,0,0,1,0,0,0,2
Xuhui,安福路249弄8号,31.21278,121.56217,10500,1,1,1,0,50,0,public housing,multi-use,0,1,1,0,0,0,0,0,2
Xuhui,建国西路355弄10号,31.21278,121.56217,10500,2,2,2,0,110,0,attached lane house,multi-use,1,1,0,1,0,0,0,1,4
Jing'an,延安中路955弄57号,31.21278,121.56217,10500,1,2,1,0,65,1,attached lane house,multi-use,0,1,1,1,1,0,0,0,4
Xuhui,茂名南路124号,31.21278,121.56217,10500,1,2,1,0,70,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Huangpu,炎虹路76弄13号,31.21278,121.56217,10500,2,2,1,0,60,0,public housing,residential,1,1,0,1,0,0,0,0,3
Huangpu,成都南路99弄5号,31.21278,121.56217,10500,1,2,1,0,60,0,attached lane house,multi-use,0,1,1,1,1,0,0,0,4
Xuhui,永康路157弄1号,31.21278,121.56217,10500,1,1,1,0,40,1,detached lane house,multi-use,1,0,0,0,1,0,0,0,2
Xuhui,高安路82弄4号,31.21278,121.56217,10500,1,1,1,0,87,0,public housing,residential,1,1,1,0,1,0,0,0,4
Xuhui,淮海中路1493号,31.21278,121.56217,10500,1,1,1,0,70,0,attached lane house,multi-use,1,1,0,1,1,0,1,0,5
Huangpu,淡水路214弄22号,31.21278,121.56217,10500,1,1,1,1,50,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,陕西北路271弄5号,31.24863,121.47429,10500,1,2,1,0,60,0,detached lane house,multi-use,0,1,1,0,1,0,0,0,3
Huangpu,南昌路222号,31.21278,121.56217,10500,1,2,2,0,70,0,detached lane house,residential,0,1,1,0,1,1,0,0,4
Huangpu,重庆南路163弄2号,31.21278,121.56217,10500,1,1,1,1,50,0,attached lane house,multi-use,0,1,0,1,0,0,1,1,4
Jing'an,大沽路541号,31.21278,121.56217,10500,2,1,1,0,55,0,public housing,residential,0,1,0,0,1,0,0,0,2
Xuhui,岳阳路77弄8号,31.21278,121.56217,10500,1,1,1,0,65,0,public housing,multi-use,0,0,0,0,1,0,0,0,1
Jing'an,万航渡路233弄23号,31.21278,121.56217,10500,1,1,1,1,45,0,detached lane house,residential,1,1,0,0,1,0,0,0,3
Changning,新华路569弄106支弄13号,31.206186,121.421434,10500,2,2,1,0,72,0,public housing,residential,0,1,1,1,0,0,0,0,3
Xuhui,茂名南路169弄5号,31.21278,121.56217,10500,1,1,1,0,70,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,天平路91弄28号,31.21278,121.56217,10500,1,2,1,0,50,0,attached lane house,multi-use,1,1,1,0,1,0,0,0,4
Jing'an,延安中路877弄1号,31.21278,121.56217,10500,1,1,1,0,55,0,detached lane house,multi-use,1,1,0,1,1,0,1,0,5
