district,address,Latitude,Longitude,rent,bedrooms,living-dining,bathrooms,loft,sqmeters,entire_building,building_type,use_type_en,heat,ac,balcony,WIFI,outdoor_space,bathtub,floor_heat,oven,total_amens
Huangpu,思南路115弄1号,31.20869024,121.4714299,7000,2,1,1,0,55,0,public housing,residential,1,1,0,1,0,0,0,0,3
Pudong,浦三路628弄5号,31.19613,121.512442,7000,2,1,1,0,65,0,public housing,residential,0,1,0,0,0,0,0,0,1
Jiading,丰庄西路551弄18号,31.21278,121.56217,7000,3,0,1,0,65,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,康健路55弄3号,31.21278,121.56217,7000,1,1,1,0,45,0,public housing,residential,0,1,1,0,0,0,0,0,2
Minhang,平南四村25号,31.21278,121.56217,7000,1,1,1,0,45,0,public housing,residential,0,1,1,0,0,0,0,0,2
Minhang,报春路388弄26号,31.21278,121.56217,7000,2,2,1,0,65,0,public housing,residential,0,1,0,0,0,0,0,0,1
Pudong,昌里东路190弄17号,31.21278,121.56217,7000,2,1,1,0,56,0,public housing,residential,0,1,1,1,0,0,0,0,3
Xuhui,嘉善路169弄26号,31.21278,121.56217,7000,2,1,1,0,58,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,宛平南路34号,31.21278,121.56217,7000,1,1,1,0,38,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,泰安路26号,31.21278,121.56217,7000,1,1,1,0,38,0,public housing,residential,0,0,0,0,1,0,0,0,1
Putuo,大渡河路1332弄17号,31.21278,121.56217,7000,3,1,1,0,68,0,public housing,residential,0,1,1,0,0,0,0,0,2
Changning,虹桥路996弄2号,31.198421,121.389682,7000,1,1,1,0,42,0,public housing,residential,0,1,1,0,0,0,0,0,2
Pudong,巨峰路667弄91号,31.21278,121.56217,7084,3,2,2,0,110,0,detached lane house,residential,0,1,1,0,0,0,0,0,2
Pudong,东方路81弄7号,31.21278,121.56217,7100,2,1,1,0,60,0,public housing,residential,0,1,1,1,0,0,0,0,3
Xuhui,永嘉路695弄,31.21278,121.56217,7199,2,2,1,0,55,0,public housing,multi-use,0,1,0,1,0,0,0,0,2
Pudong,崂山路310路3号,31.21278,121.56217,7200,1,1,1,0,40,0,public housing,residential,0,1,0,1,0,0,0,0,2
Xuhui,巨鹿路701弄,31.21278,121.56217,7200,1,1,1,0,45,0,detached lane house,multi-use,1,0,0,0,0,0,1,0,2
Changning,东诸安浜路165弄11号,31.21278,121.56217,7200,2,1,1,0,65,0,public housing,residential,0,1,1,1,1,1,0,0,5
Huangpu,武定西路1474弄2号,31.21278,121.56217,7200,1,1,1,0,52,0,public housing,residential,0,1,1,0,1,0,0,0,3
Xuhui,东安路184弄184号,31.21278,121.56217,7200,1,1,1,0,38,0,public housing,residential,0,1,0,0,0,0,0,0,1
Changning,遵义路800弄20号,31.21668,121.40796,7200,2,1,1,0,65,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,永嘉路291弄79号,31.21278,121.56217,7200,1,1,1,0,50,0,attached lane house,residential,1,1,0,0,0,1,0,0,3
Jing'an,武定路600弄,31.21278,121.56217,7200,1,1,1,0,50,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Huangpu,南昌路136弄52号,31.21278,121.56217,7200,1,1,1,0,45,0,detached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,宛平南路727号,31.187877,121.452081,7200,1,2,1,0,43,0,public housing,residential,0,1,0,0,0,0,0,0,1
Jing'an,昌化路509弄6号,31.21278,121.56217,7200,1,1,1,0,40,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,宜山路250弄23号,31.21278,121.56217,7200,1,1,1,0,37,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,襄阳南路306弄43号,31.21278,121.56217,7200,1,1,1,0,40,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,天平路51弄23号,31.21278,121.56217,7200,1,1,1,0,60,0,detached lane house,multi-use,0,0,0,0,0,1,0,0,1
Huangpu,陕西南路287弄41号,31.21278,121.56217,7200,1,1,1,0,55,0,attached lane house,residential,0,1,0,0,0,0,0,1,2
Xuhui,复兴中路1363弄6号,31.21278,121.56217,7200,1,1,1,0,45,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,重庆南路205弄12号,31.21278,121.56217,7200,1,1,1,0,45,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Xuhui,建国西路358弄7号,31.21278,121.56217,7200,1,1,1,0,60,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,宜山路250弄22号,31.21278,121.56217,7200,1,1,1,0,45,0,public housing,residential,0,1,1,0,1,0,0,0,3
Huangpu,江西中路473弄473号,31.21278,121.56217,7200,1,1,1,1,63,0,public housing,residential,0,1,0,1,0,0,0,0,2
Jing'an,长宁路155弄30号,31.21278,121.56217,7200,1,2,1,0,50,0,public housing,residential,1,1,1,0,0,0,0,0,3
Xuhui,高安路100弄4号,31.21278,121.56217,7200,1,1,1,0,55,0,public housing,residential,0,0,0,0,1,0,0,0,1
Jing'an,长乐路764弄13号,31.21278,121.56217,7200,1,0,1,0,42,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,长乐路764弄13号,31.21278,121.56217,7200,1,0,1,0,40,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Changning,愚园路1032弄2,31.21278,121.56217,7200,1,1,1,0,52,0,detached lane house,residential,0,1,1,1,1,0,0,0,4
Huangpu,永嘉路19弄4号,31.20525693,121.4495566,7200,1,1,1,1,50,0,attached lane house,residential,0,1,0,1,0,1,0,0,3
Huangpu,绍兴路36弄2号,31.21278,121.56217,7200,1,1,1,1,52,0,detached lane house,residential,1,1,0,0,0,0,0,0,2
Pudong,崂山三村38号,31.21278,121.56217,7260,2,1,1,0,58,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,中山西路1788弄21号,31.21278,121.56217,7300,1,1,1,0,47,0,public housing,residential,0,1,1,0,0,0,0,0,2
Jing'an,华山路351弄10号,31.21278,121.56217,7300,2,1,1,0,60,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,长乐路401弄6号,31.219592,121.455877,7300,1,1,1,0,30,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,中山南二路988弄99号,31.18932,121.45884,7300,1,1,1,0,35,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,巨鹿路393弄4号,31.21278,121.56217,7300,1,0,1,0,28,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Pudong,潍坊路140弄15号,31.21278,121.56217,7300,1,0,1,0,36,0,public housing,residential,0,1,0,0,0,0,0,0,1
Jing'an,华山路7534号,31.21278,121.56217,7300,2,1,1,0,60,0,detached lane house,residential,0,0,0,0,0,0,0,0,0
Huangpu,淡水路248号,31.21278,121.56217,7300,2,1,1,1,50,0,detached lane house,residential,0,1,1,0,1,0,0,0,3
Changning,古北路路371弄2号,31.21278,121.56217,7300,1,2,1,0,55,0,public housing,residential,0,1,1,1,1,1,0,0,5
Huangpu,淮海中路925弄14号,31.21278,121.56217,7300,1,0,1,0,30,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Changning,安化路183弄1号,31.21278,121.56217,7300,1,1,1,0,50,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,宜山路250弄25号,31.21278,121.56217,7400,1,1,1,0,35,0,public housing,residential,0,1,0,0,0,0,0,0,1
Changning,江苏北路111弄52号,31.22555,121.42648,7400,1,1,1,0,48,0,public housing,residential,1,1,1,1,0,0,0,0,4
Jing'an,威海路910弄82号,31.21278,121.56217,7400,1,1,2,1,50,0,detached lane house,residential,0,1,0,1,0,0,0,0,2
Jing'an,延安中路955弄33号,31.21278,121.56217,7497,1,1,1,0,60,0,public housing,residential,1,1,1,0,0,0,1,1,5
Xuhui,淮海中路1487弄,31.21278,121.56217,7499,1,1,1,1,60,0,attached lane house,residential,1,1,0,0,0,0,0,0,2
Huangpu,成都南路132弄15号,31.21278,121.56217,7500,1,1,1,0,50,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Pudong,乳山路315号,31.21278,121.56217,7500,1,2,1,0,52,0,attached lane house,residential,0,1,1,0,1,0,0,0,3
Huangpu,成都南路132弄15号,31.21278,121.56217,7500,2,2,1,0,50,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,肇嘉浜路669弄4号,31.21278,121.56217,7500,1,1,1,0,40,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,永康路141弄7号,31.21278,121.56217,7500,1,2,1,0,40,0,detached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,兴国路230弄,31.21278,121.56217,7500,1,1,1,0,38,0,public housing,residential,0,0,0,0,0,1,0,0,1
Jing'an,北京西路605弄30号,31.21278,121.56217,7500,1,1,1,1,40,0,detached lane house,residential,1,1,1,1,1,1,1,0,7
Jing'an,陕西北路815弄30号,31.24863,121.47429,7500,1,2,1,0,60,0,detached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,汾阳路9弄15号,31.21278,121.56217,7500,1,1,1,0,46,0,attached lane house,residential,0,1,1,0,1,0,0,1,4
Pudong,蓝村路470弄47号,31.21278,121.56217,7500,2,1,1,0,50,0,public housing,residential,0,1,1,0,0,0,0,0,2
Changning,虹桥路1167弄6号,31.19422,121.42901,7500,1,1,1,0,70,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,龙华路2373弄12号,31.181773,121.450868,7500,1,1,1,0,45,0,public housing,residential,0,1,0,0,1,0,0,0,2
Jing'an,愚园路1032弄,31.21278,121.56217,7500,1,1,1,0,40,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Changning,天山路760弄10号,31.21278,121.56217,7500,1,1,1,1,40,0,public housing,multi-use,0,1,0,0,0,0,0,0,1
Changning,长宁路209弄33号,31.21278,121.56217,7500,2,1,1,0,80,0,public housing,residential,0,1,1,0,0,0,0,0,2
Changning,虹桥路996弄9号,31.21278,121.56217,7500,2,1,1,0,50,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,永嘉路39弄6号,31.21278,121.56217,7500,1,1,1,0,50,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Jing'an,延安中路740弄31号,31.21278,121.56217,7500,1,1,1,0,42,0,detached lane house,multi-use,0,1,0,0,0,0,0,0,1
Huangpu,永嘉路39弄2号,31.21278,121.56217,7500,1,1,1,1,45,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,陕西南路370弄,31.21278,121.56217,7500,1,1,1,0,40,0,public housing,residential,1,1,0,1,0,0,0,0,3
Jing'an,延平路220弄9号,31.21278,121.56217,7500,1,1,1,0,58,0,detached lane house,multi-use,1,1,1,0,1,0,0,0,4
Huangpu,瑞金二路380号,31.21278,121.56217,7500,1,1,1,0,45,0,attached lane house,multi-use,0,1,0,1,0,0,0,0,2
Xuhui,虹桥路693弄8号,31.21278,121.56217,7500,1,2,1,0,50,0,public housing,residential,0,1,1,1,0,0,0,0,3
Huangpu,浙江中路433号,31.21278,121.56217,7500,2,1,1,0,50,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,建国西路506弄500号,31.21278,121.56217,7500,1,1,1,0,40,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Jing'an,北京西路605弄30号,31.21278,121.56217,7500,1,1,1,1,40,0,detached lane house,residential,1,1,0,1,1,1,1,0,6
Jing'an,万航渡路249弄28号,31.21278,121.56217,7500,1,1,1,0,50,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,愚园路532弄60号,31.22348,121.438381,7500,1,1,1,0,40,0,detached lane house,residential,0,1,0,0,0,1,0,0,2
Jing'an,愚园路532弄60号,31.22348,121.438381,7500,1,1,1,0,40,0,detached lane house,residential,0,1,1,0,1,0,0,0,3
Xuhui,永嘉路288弄3号,31.21278,121.56217,7500,1,0,1,0,45,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,乌鲁木齐中路148弄,31.21278,121.56217,7500,1,1,1,0,45,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Jing'an,北京西路605弄30号,31.21278,121.56217,7500,1,1,1,0,40,0,detached lane house,residential,1,1,0,1,1,1,1,0,6
Huangpu,合肥路620号,31.21278,121.56217,7500,1,2,1,1,60,0,attached lane house,residential,0,1,0,0,0,0,0,1,2
Xuhui,永康路38弄18号,31.21278,121.56217,7500,2,0,1,0,56,0,attached lane house,residential,0,1,1,1,0,0,0,0,3
Jing'an,愚园路361弄84号,31.21278,121.56217,7500,1,0,1,0,40,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Huangpu,淮海中路613弄28号,31.21278,121.56217,7500,1,1,1,0,40,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Changning,泰安路125弄,31.21278,121.56217,7500,1,0,1,0,30,0,public housing,residential,1,0,0,0,0,0,1,0,2
Jing'an,延安中路913弄11号,31.21278,121.56217,7500,1,2,1,0,50,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Xuhui,兴国路370号,31.21278,121.56217,7500,1,0,1,0,30,0,detached lane house,residential,0,1,0,1,0,0,0,0,2
Xuhui,高安路69弄12号,31.21278,121.56217,7500,1,1,1,0,55,0,detached lane house,residential,0,1,0,1,0,0,0,0,2
Xuhui,安福路255弄,31.21278,121.56217,7500,1,0,1,0,45,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,安福路229弄,31.21278,121.56217,7500,1,1,1,0,50,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,湖南路311弄,31.21278,121.56217,7500,1,1,1,0,60,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,新华路294弄,31.21278,121.56217,7500,2,1,1,0,65,0,attached lane house,residential,1,0,0,0,0,0,1,0,2
Xuhui,东安四村32号,31.21278,121.56217,7500,1,1,1,0,60,0,public housing,residential,1,1,1,0,0,0,0,0,3
Xuhui,复兴中路1315弄5号,31.21278,121.56217,7500,1,1,1,0,45,0,public housing,residential,1,1,1,0,1,0,0,1,5
Jing'an,陕西北路535弄31号,31.24863,121.47429,7500,1,1,1,1,30,0,attached lane house,residential,1,1,0,0,0,0,0,0,2
Huangpu,方浜西路63弄,31.21278,121.56217,7500,1,2,1,0,65,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Huangpu,巨鹿路244弄25号,31.21278,121.56217,7500,1,1,1,0,35,0,attached lane house,multi-use,0,1,1,0,0,0,0,0,2
Huangpu,淮海中路449479号,31.21278,121.56217,7500,1,1,1,0,50,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,高安路60号,31.21278,121.56217,7500,1,1,1,0,40,0,villa,residential,0,0,0,0,1,0,0,0,1
Jing'an,新闸路1124弄19号,31.21278,121.56217,7500,1,2,1,0,45,0,attached lane house,residential,0,0,0,0,0,1,0,0,1
Changning,延安西路1740弄26号,31.21822,121.43709,7500,1,1,1,0,42,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,淮海中路885号,31.21278,121.56217,7500,1,2,1,0,58,0,attached lane house,residential,0,1,1,1,0,0,0,0,3
Xuhui,湖南路266号,31.21278,121.56217,7500,1,0,1,0,12,0,detached lane house,residential,0,1,0,1,0,0,0,0,2
Changning,新华路569弄106支弄8号,31.21278,121.56217,7500,1,1,1,0,40,0,public housing,multi-use,1,1,0,0,1,0,0,0,3
Xuhui,复兴西路82弄2号,31.21278,121.56217,7500,1,1,1,0,50,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Jing'an,兴安路149号,31.21278,121.56217,7500,1,1,1,0,40,0,detached lane house,residential,1,1,1,0,0,0,0,0,3
Huangpu,威海路190弄6号,31.21278,121.56217,7500,2,1,1,0,45,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,南京西路591弄111号,31.21278,121.56217,7500,1,1,1,0,50,0,detached lane house,residential,1,1,1,1,1,1,0,0,6
Xuhui,永福路131弄2号,31.21278,121.56217,7500,1,1,1,1,35,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,徐虹北路28弄2号,31.21278,121.56217,7500,1,1,1,0,50,0,public housing,residential,0,1,1,0,1,0,0,0,3
Jing'an,延安中路740号,31.21278,121.56217,7500,1,1,1,0,60,0,detached lane house,multi-use,0,1,1,0,0,0,0,0,2
Jing'an,愚园路361弄19号,31.21278,121.56217,7500,1,1,1,0,40,0,detached lane house,residential,0,1,0,0,0,0,0,1,2
Xuhui,复兴中路1295弄34号,31.21278,121.56217,7500,1,2,1,1,65,0,attached lane house,residential,0,0,1,0,0,0,0,0,1
Huangpu,重庆南路39弄4号,31.21278,121.56217,7500,1,0,1,0,45,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,瑞金二路258号,31.21278,121.56217,7500,1,1,1,0,50,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Changning,西诸安浜路435弄9号,31.21278,121.56217,7500,1,1,1,0,45,0,public housing,residential,0,1,0,0,0,0,0,0,1
Huangpu,南昌路100弄8号,31.21278,121.56217,7500,1,2,1,0,45,0,detached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,宜山路12弄2号,31.17649,121.425493,7500,2,1,1,0,55,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,乌鲁木齐中路361号,31.21607,121.44443,7500,1,1,1,0,65,0,detached lane house,residential,0,1,0,1,0,0,0,1,3
Xuhui,安福路乌鲁木齐中路,31.21278,121.56217,7500,1,1,1,0,45,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Jing'an,延安中路877弄13号,31.21278,121.56217,7500,1,1,1,0,50,0,detached lane house,multi-use,1,1,0,1,0,0,0,0,3
Xuhui,常熟路188弄,31.21278,121.56217,7500,1,1,1,0,55,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Huangpu,南昌路100弄8号,31.21278,121.56217,7500,1,2,1,0,65,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,打浦路316弄25号,31.21278,121.56217,7600,1,1,1,0,50,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,嘉善路101弄18号,31.21278,121.56217,7600,1,2,1,0,60,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Jing'an,延安中路877号,31.21278,121.56217,7600,1,1,1,0,50,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Changning,武夷路519弄53号,31.21278,121.56217,7600,1,1,1,0,50,0,public housing,multi-use,0,1,1,0,1,0,0,0,3
Xuhui,秀山路15弄1号,31.21278,121.56217,7600,1,2,1,0,55,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,黄石路169弄7号,31.21278,121.56217,7600,3,1,1,0,106,0,public housing,residential,0,1,1,1,0,0,0,0,3
Xuhui,中山南二路960弄2号,31.18932,121.45884,7600,2,0,1,0,50,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,皋兰路29号,31.21278,121.56217,7600,1,1,1,0,40,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,襄阳南路452弄,31.21278,121.56217,7600,1,1,1,0,50,0,public housing,residential,0,0,0,0,1,0,0,0,1
Huangpu,瑞金二路410弄11号,31.21278,121.56217,7600,1,0,1,0,35,0,public housing,residential,0,1,1,0,1,1,0,0,4
Changning,长宁支路310弄,31.21278,121.56217,7600,2,2,1,0,65,0,public housing,residential,0,1,0,0,0,0,0,0,1
Changning,长宁路396弄29号,31.21278,121.56217,7600,1,1,1,0,52,0,public housing,residential,1,1,1,0,0,0,0,0,3
Xuhui,虹桥路222号,31.21278,121.56217,7700,1,2,1,0,50,0,public housing,residential,0,1,1,0,0,0,0,0,2
Jing'an,北京西路605弄30号,31.21278,121.56217,7700,1,1,1,0,50,0,detached lane house,residential,1,1,1,1,1,0,1,0,6
Huangpu,南昌路147号,31.21278,121.56217,7700,1,1,1,0,50,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,高安路621号,31.21278,121.56217,7700,1,1,1,0,30,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,秀山路15弄3号,31.21278,121.56217,7700,1,2,1,0,55,0,public housing,residential,0,1,0,0,0,0,0,0,1
Changning,天山二村128号,31.21278,121.56217,7800,2,1,1,0,60,0,public housing,residential,0,1,1,1,0,0,0,0,3
Huangpu,进贤路148弄2号,31.21278,121.56217,7800,2,1,1,0,65,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Changning,虹桥路1115弄75号,31.21278,121.56217,7800,2,0,1,0,55,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,肇周路332弄13号,31.21278,121.56217,7800,2,2,1,0,89,0,attached lane house,residential,1,1,1,1,1,1,0,0,6
Huangpu,茂民南路133弄18号,31.21278,121.56217,7800,1,1,1,1,45,0,attached lane house,residential,1,1,0,0,0,0,0,0,2
Changning,愚园路805弄22号,31.21278,121.56217,7800,1,1,1,0,50,0,attached lane house,multi-use,0,1,0,1,0,0,0,0,2
Xuhui,永嘉路25弄,31.21278,121.56217,7800,1,1,1,0,60,0,detached lane house,residential,1,0,0,0,0,0,0,0,1
Changning,愚园路749弄30号,31.21278,121.56217,7800,1,1,1,0,50,0,detached lane house,residential,0,1,1,1,1,0,0,0,4
Changning,天山路760弄10号,31.21278,121.56217,7800,2,1,1,0,75,0,public housing,residential,1,1,0,0,0,0,0,0,2
Huangpu,成都北路262弄102号,31.21278,121.56217,7800,1,1,1,0,40,0,detached lane house,residential,1,1,0,1,0,0,1,0,4
Changning,延安西路649弄60号,31.21822,121.43709,7800,1,1,1,0,50,0,public housing,residential,0,1,0,0,0,0,0,0,1
Changning,长宁路396弄19号,31.21278,121.56217,7800,1,0,1,0,40,0,public housing,residential,1,1,1,0,0,0,0,0,3
Xuhui,高安路18弄6号,31.21278,121.56217,7800,1,1,1,0,35,0,detached lane house,multi-use,1,0,0,0,0,0,1,0,2
Jing'an,常熟路116弄10号,31.217419,121.445883,7800,1,1,1,0,45,0,attached lane house,multi-use,1,1,1,0,1,0,0,0,4
Jing'an,常熟路228弄,31.21278,121.56217,7800,1,1,1,0,50,0,public housing,residential,1,0,0,0,0,0,0,0,1
Huangpu,江西中路473弄473号,31.21278,121.56217,7800,1,1,1,0,45,0,attached lane house,residential,0,1,1,1,0,1,0,0,4
Jing'an,新闸路1990弄1号,31.224469,121.437992,7800,1,1,1,0,50,0,public housing,residential,1,1,1,1,1,0,0,0,5
Huangpu,绍兴路52弄0号,31.21278,121.56217,7800,1,1,1,0,50,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Jing'an,长乐路942弄4号,31.21278,121.56217,7800,1,2,1,0,35,0,detached lane house,multi-use,1,1,0,0,1,0,0,1,4
Huangpu,江西中路473弄1号,31.21278,121.56217,7800,1,1,1,1,35,0,detached lane house,multi-use,1,1,1,1,1,1,0,0,6
Xuhui,永康路142弄44号,31.21278,121.56217,7800,1,0,1,0,40,0,detached lane house,multi-use,0,1,0,0,0,0,0,0,1
Huangpu,淡水路227弄1号,31.211177,121.474307,7800,1,1,1,0,40,0,detached lane house,multi-use,0,1,0,1,1,0,0,0,3
Pudong,乳山路161弄82号,31.21278,121.56217,7800,2,1,1,0,62,0,public housing,residential,0,1,1,0,1,0,0,0,3
Xuhui,太原路305弄5号,31.21278,121.56217,7800,2,1,1,0,60,0,detached lane house,residential,0,1,0,1,0,0,0,0,2
Huangpu,淮海中路670弄,31.21278,121.56217,7800,1,0,1,0,36,0,attached lane house,residential,0,1,1,1,0,0,0,0,3
Jing'an,陕西北路119弄21号,31.24863,121.47429,7800,1,2,1,0,55,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Changning,泰安路120弄18号,31.21278,121.56217,7800,1,1,1,0,40,0,detached lane house,residential,0,1,1,0,0,0,0,0,2
Xuhui,武康路280弄51号,31.21278,121.56217,7800,1,1,1,0,55,0,public housing,residential,0,1,1,1,0,0,0,0,3
Xuhui,襄阳北路72弄,31.21278,121.56217,7800,1,1,1,0,50,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Changning,万航渡路1523弄5号,31.225489,121.440195,7800,1,2,1,0,50,0,public housing,residential,1,1,1,1,1,1,0,0,6
Changning,延安西路649弄65号,31.21822,121.43709,7800,2,1,1,0,56,0,public housing,residential,1,1,1,1,0,1,0,0,5
Xuhui,建国西路395弄,31.21278,121.56217,7800,2,1,1,0,60,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Huangpu,雁荡路55弄8号,31.220872,121.469886,7800,1,0,1,0,40,0,attached lane house,multi-use,0,1,1,0,0,0,0,0,2
Huangpu,思南路97弄2号,31.21278,121.56217,7800,1,1,1,0,60,0,public housing,residential,0,1,1,0,0,0,0,0,2
Changning,武夷路491弄58号,31.21278,121.56217,7800,1,2,1,0,65,0,public housing,multi-use,0,1,1,1,1,0,0,0,4
Jing'an,富民路197弄65号,31.21278,121.56217,7800,1,1,1,0,50,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Huangpu,瑞金二路52弄2号,31.21278,121.56217,7800,1,1,1,0,45,0,detached lane house,residential,0,1,1,1,1,0,0,0,4
Jing'an,巨鹿路383弄2号,31.21278,121.56217,7900,1,1,1,1,35,0,detached lane house,residential,0,1,1,0,1,0,0,0,3
Changning,镇宁路405弄160号,31.21278,121.56217,7900,1,1,1,0,50,0,public housing,residential,1,1,1,0,0,0,0,0,3
Xuhui,柿子湾路8弄6号,31.21278,121.56217,7900,2,0,1,0,50,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,高安路100弄9号,31.21278,121.56217,7900,1,1,1,0,35,0,public housing,residential,1,1,0,0,0,0,0,1,3
Huangpu,淮海中路613弄8号,31.225797,121.479756,7900,1,1,1,0,56,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,五原路191号,31.21278,121.56217,7999,1,1,1,0,40,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,长乐路682弄24号,31.21278,121.56217,8000,1,1,1,0,45,0,detached lane house,multi-use,1,1,1,0,0,0,0,0,3
Xuhui,岳阳路79弄19号,31.21278,121.56217,8000,1,2,1,0,50,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,太原路181弄2号,31.21278,121.56217,8000,1,1,1,0,65,0,attached lane house,multi-use,1,1,0,0,1,1,1,0,5
Huangpu,马当路334弄334号,31.21278,121.56217,8000,2,1,1,0,54,0,detached lane house,residential,0,1,1,1,1,0,0,0,4
Huangpu,打浦路316弄34号,31.21278,121.56217,8000,1,1,1,0,40,0,public housing,residential,0,1,1,1,1,0,0,0,4
Xuhui,复兴中路1315弄4号,31.21278,121.56217,8000,1,1,1,0,40,0,public housing,residential,1,1,1,1,1,0,0,1,6
Putuo,子长路77弄13号,31.21278,121.56217,8000,3,1,1,0,65,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,高安路69弄12号,31.21278,121.56217,8000,1,2,1,0,45,0,attached lane house,residential,1,1,0,0,0,0,0,0,2
Changning,安化路470弄7号,31.21278,121.56217,8000,1,2,1,0,59,0,public housing,residential,0,1,0,0,0,0,0,0,1
Huangpu,建国西路56弄9号,31.21278,121.56217,8000,1,1,1,0,50,0,attached lane house,residential,0,1,1,1,0,0,0,0,3
Yangpu,民星路340弄,31.21278,121.56217,8000,3,2,2,0,125,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Huangpu,南京西路455弄,31.21278,121.56217,8000,1,2,1,1,80,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Huangpu,南昌路196弄3号,31.21278,121.56217,8000,1,1,1,0,50,0,attached lane house,multi-use,0,1,1,1,0,0,0,0,3
